lon,lat,name,address,pname,cityname,adname,business_area,type,typecode,id,type1,type2,type3,type4
113.55513974174637,22.1508763339866,凼仔牌坊,巴波沙总督街与排角路交叉口东南40米,澳门特别行政区,澳门特别行政区,嘉模堂区,,风景名胜;风景名胜;风景名胜,110200,B0KB2HLQRC,风景名胜,风景名胜,风景名胜,
113.55507158388755,22.151091305633248,天后庙税地石(氹仔排角路休憩区),嘉模堂区排角路,澳门特别行政区,澳门特别行政区,嘉模堂区,,风景名胜;风景名胜相关;旅游景点,110000,B0FFHWSLTN,风景名胜,风景名胜相关,旅游景点,
113.56933556205443,22.148159488987105,永利皇宫缆车站,澳门路凼永利皇宫酒店二层,澳门特别行政区,澳门特别行政区,路氹填海区,,风景名胜;风景名胜相关;旅游景点,110000,B0FFHQQAXY,风景名胜,风景名胜相关,旅游景点,
113.56691280369849,22.148433928124422,Zest Premium Burger,路凼连贯公路新濠天地新濠大道2楼饕食天堂2103号铺,澳门特别行政区,澳门特别行政区,路氹填海区,,风景名胜;风景名胜相关;旅游景点,110000,B073D0MDO7,风景名胜,风景名胜相关,旅游景点,
113.56341599174507,22.179168363834073,友谊大桥,友谊大桥附近,澳门特别行政区,澳门特别行政区,大堂区,,风景名胜;风景名胜;风景名胜,110200,B073D00ITL,风景名胜,风景名胜,风景名胜,
113.56443178793309,22.146983357408576,澳门大本钟,路氹连贯公路与路氹连贯公路圆形地交叉口南320米,澳门特别行政区,澳门特别行政区,路氹填海区,,风景名胜;风景名胜;风景名胜,110200,B0KGS7MC7H,风景名胜,风景名胜,风景名胜,
113.56483649131329,22.146754774488958,水晶金殿(澳门伦敦人购物中心),路氹连贯公路澳门伦敦人1楼大堂,澳门特别行政区,澳门特别行政区,路氹填海区,,风景名胜;风景名胜相关;旅游景点|体育休闲服务;体育休闲服务场所;体育休闲服务场所,110000|080000,B0HGVLQJZJ,风景名胜,风景名胜相关,旅游景点|体育休闲服务,体育休闲服务场所
113.55112083813353,22.15198381223968,氹仔排角路休憩区,氹仔望德圣母湾大马路近排角侧,澳门特别行政区,澳门特别行政区,路氹填海区,,风景名胜;风景名胜相关;旅游景点,110000,B0FFI95D2R,风景名胜,风景名胜相关,旅游景点,
113.56941969622827,22.148015520303662,Performance Lake at Wynn Palace,体育馆大马路与科技大学圆形地交叉口南200米,澳门特别行政区,澳门特别行政区,路氹填海区,,风景名胜;风景名胜相关;旅游景点,110000,B0J2RXTV7I,风景名胜,风景名胜相关,旅游景点,
113.55235373953873,22.150067262556284,运财银钻,望德圣母湾大马路与学院路交叉口南180米,澳门特别行政区,澳门特别行政区,路氹填海区,,风景名胜;风景名胜;风景名胜,110200,B0KDYUXZLT,风景名胜,风景名胜,风景名胜,
